Category,Order Date,Sales
Snacks,14-05-2018,1776
Snacks,14-05-2018,1055
"Eggs, Meat & Fish",14-05-2018,661
Bakery,14-05-2018,986
"Eggs, Meat & Fish",14-05-2018,1194
Beverages,14-05-2018,2252
"Eggs, Meat & Fish",14-05-2018,2455
Fruits & Veggies,14-05-2018,1882
Oil & Masala,14-05-2018,2447
Fruits & Veggies,14-05-2018,2337
Beverages,15-05-2018,2153
Fruits & Veggies,15-05-2018,532
Snacks,15-05-2018,1374
"Eggs, Meat & Fish",15-05-2018,992
Oil & Masala,15-05-2018,2346
"Eggs, Meat & Fish",15-05-2018,1702
"Eggs, Meat & Fish",15-05-2018,2341
Food Grains,15-05-2018,611
Snacks,16-05-2018,541
Oil & Masala,18-05-2018,1677
"Eggs, Meat & Fish",18-05-2018,1823
Beverages,18-05-2018,1637
Bakery,18-05-2018,1542
Beverages,18-05-2018,2433
"Eggs, Meat & Fish",18-05-2018,1823
Beverages,18-05-2018,1642
Bakery,18-05-2018,1358
Snacks,18-05-2018,2246
Beverages,18-05-2018,597
Beverages,18-05-2018,2387
Snacks,18-05-2018,2042
Snacks,18-05-2018,1158
Snacks,18-05-2018,1861
Oil & Masala,18-05-2018,1925
Bakery,18-05-2018,1094
Bakery,18-05-2018,2416
Snacks,19-05-2018,1895
"Eggs, Meat & Fish",19-05-2018,2412
Food Grains,19-05-2018,1311
Oil & Masala,19-05-2018,1183
Beverages,19-05-2018,1490
Beverages,19-05-2018,1162
Fruits & Veggies,19-05-2018,1069
Oil & Masala,19-05-2018,1217
Oil & Masala,19-05-2018,2407
Beverages,19-05-2018,2053
Snacks,19-05-2018,984
Food Grains,19-05-2018,1788
Fruits & Veggies,19-05-2018,1844
Food Grains,19-05-2018,1273
Food Grains,19-05-2018,1797
"Eggs, Meat & Fish",19-05-2018,1084
"Eggs, Meat & Fish",19-05-2018,1991
Food Grains,19-05-2018,1190
Food Grains,19-05-2018,1498
Oil & Masala,19-05-2018,552
Oil & Masala,20-05-2018,1045
Food Grains,20-05-2018,2218
Food Grains,20-05-2018,725
Snacks,20-05-2018,658
Oil & Masala,20-05-2018,2122
Fruits & Veggies,20-05-2018,1317
Bakery,20-05-2018,610
Snacks,20-05-2018,2234
Bakery,20-05-2018,728
Fruits & Veggies,20-05-2018,1836
Fruits & Veggies,20-05-2018,1334
Food Grains,20-05-2018,2406
Oil & Masala,21-05-2018,1862
Snacks,21-05-2018,869
Bakery,22-05-2018,2319
Bakery,22-05-2018,924
Food Grains,22-05-2018,603
Food Grains,22-05-2018,898
Bakery,22-05-2018,2343
Food Grains,22-05-2018,785
Bakery,22-05-2018,1331
"Eggs, Meat & Fish",23-05-2018,2097
"Eggs, Meat & Fish",23-05-2018,1196
Bakery,23-05-2018,1535
Bakery,23-05-2018,1650
Snacks,23-05-2018,1228
Bakery,25-05-2018,507
"Eggs, Meat & Fish",25-05-2018,2248
Bakery,25-05-2018,1965
Beverages,25-05-2018,1775
Snacks,25-05-2018,2274
"Eggs, Meat & Fish",25-05-2018,1539
Oil & Masala,26-05-2018,1720
Bakery,26-05-2018,1885
Beverages,26-05-2018,829
"Eggs, Meat & Fish",26-05-2018,586
Snacks,27-05-2018,1693
Food Grains,27-05-2018,2014
Snacks,27-05-2018,1135
Bakery,27-05-2018,1649
Oil & Masala,27-05-2018,2025
Fruits & Veggies,27-05-2018,2150
Snacks,27-05-2018,1816
Food Grains,27-05-2018,2181
Bakery,27-05-2018,2084
Beverages,27-05-2018,794
Bakery,27-05-2018,2424
Fruits & Veggies,28-05-2018,2023
Bakery,28-05-2018,1657
Beverages,28-05-2018,584
"Eggs, Meat & Fish",28-05-2018,1457
Fruits & Veggies,28-05-2018,1737
Beverages,28-05-2018,1919
Snacks,28-05-2018,2414
Beverages,28-05-2018,1690
Oil & Masala,28-05-2018,2129
Bakery,28-05-2018,2069
Beverages,28-05-2018,964
Oil & Masala,28-05-2018,758
Beverages,29-05-2018,1583
Fruits & Veggies,29-05-2018,688
Fruits & Veggies,29-05-2018,1792
Food Grains,29-05-2018,1698
Beverages,29-05-2018,1402
Snacks,29-05-2018,945
"Eggs, Meat & Fish",29-05-2018,1032
"Eggs, Meat & Fish",29-05-2018,1207
Oil & Masala,30-05-2018,2301
Oil & Masala,30-05-2018,900
Oil & Masala,30-05-2018,2386
Food Grains,30-05-2018,1045
Snacks,30-05-2018,1924
Bakery,30-05-2018,1005
Food Grains,30-05-2018,2040
Fruits & Veggies,30-05-2018,1336
Beverages,30-05-2018,810
Food Grains,01-06-2018,2240
Fruits & Veggies,01-06-2018,1531
Food Grains,01-06-2018,1486
Beverages,01-06-2018,907
Beverages,01-06-2018,557
Beverages,01-06-2018,972
Oil & Masala,01-06-2018,695
Food Grains,01-06-2018,1180
"Eggs, Meat & Fish",01-06-2018,1924
Oil & Masala,01-06-2018,644
Fruits & Veggies,01-06-2018,1530
Oil & Masala,02-06-2018,852
Fruits & Veggies,02-06-2018,2145
Snacks,02-06-2018,1073
"Eggs, Meat & Fish",02-06-2018,1130
"Eggs, Meat & Fish",02-06-2018,1379
Fruits & Veggies,02-06-2018,2491
Oil & Masala,03-06-2018,1971
"Eggs, Meat & Fish",03-06-2018,1476
Oil & Masala,03-06-2018,1643
Oil & Masala,03-06-2018,1244
Oil & Masala,03-06-2018,2158
"Eggs, Meat & Fish",03-06-2018,1559
Bakery,03-06-2018,1107
Food Grains,03-06-2018,1835
Oil & Masala,03-06-2018,1033
Beverages,03-06-2018,1366
Fruits & Veggies,03-06-2018,1609
Beverages,03-06-2018,711
Snacks,03-06-2018,1514
Beverages,03-06-2018,636
Fruits & Veggies,03-06-2018,1646
Oil & Masala,03-06-2018,1104
Snacks,03-06-2018,1657
Fruits & Veggies,04-06-2018,1324
Food Grains,04-06-2018,1649
Bakery,04-06-2018,976
Bakery,04-06-2018,2189
Fruits & Veggies,04-06-2018,1831
"Eggs, Meat & Fish",04-06-2018,1473
Food Grains,04-06-2018,972
Fruits & Veggies,04-06-2018,2346
Food Grains,05-06-2018,2365
Fruits & Veggies,05-06-2018,870
Snacks,06-06-2018,1936
"Eggs, Meat & Fish",06-06-2018,2136
Fruits & Veggies,08-06-2018,2061
Food Grains,08-06-2018,1250
Fruits & Veggies,08-06-2018,1341
Bakery,08-06-2018,1797
Bakery,08-06-2018,1386
Snacks,08-06-2018,2355
"Eggs, Meat & Fish",08-06-2018,1324
Beverages,08-06-2018,2147
Food Grains,08-06-2018,867
"Eggs, Meat & Fish",08-06-2018,1353
Food Grains,08-06-2018,1548
Snacks,09-06-2018,1054
"Eggs, Meat & Fish",09-06-2018,883
Bakery,09-06-2018,2102
Bakery,09-06-2018,2427
Oil & Masala,09-06-2018,1676
Fruits & Veggies,10-06-2018,1968
Snacks,10-06-2018,1943
Oil & Masala,10-06-2018,2333
Beverages,10-06-2018,1240
Oil & Masala,10-06-2018,1335
Snacks,10-06-2018,1892
Snacks,10-06-2018,862
Snacks,10-06-2018,1617
Snacks,10-06-2018,894
Snacks,10-06-2018,2278
Beverages,10-06-2018,1790
Beverages,10-06-2018,1266
Beverages,10-06-2018,799
Bakery,11-06-2018,505
Fruits & Veggies,11-06-2018,2379
Snacks,11-06-2018,1775
Bakery,11-06-2018,860
Beverages,11-06-2018,1562
Food Grains,11-06-2018,1077
Oil & Masala,11-06-2018,2245
Oil & Masala,11-06-2018,2115
"Eggs, Meat & Fish",11-06-2018,2147
Bakery,11-06-2018,2030
Oil & Masala,11-06-2018,1195
Snacks,11-06-2018,1430
Beverages,11-06-2018,607
Oil & Masala,11-06-2018,967
Fruits & Veggies,12-06-2018,1749
Beverages,12-06-2018,1165
Oil & Masala,12-06-2018,919
Oil & Masala,12-06-2018,629
Snacks,12-06-2018,1588
Fruits & Veggies,12-06-2018,1184
Snacks,12-06-2018,598
Snacks,12-06-2018,1343
Oil & Masala,12-06-2018,2259
Beverages,12-06-2018,1689
Bakery,12-06-2018,2144
Food Grains,13-06-2018,1063
Oil & Masala,13-06-2018,523
"Eggs, Meat & Fish",13-06-2018,819
Beverages,13-06-2018,1949
Fruits & Veggies,13-06-2018,2091
Fruits & Veggies,15-06-2018,1950
Snacks,15-06-2018,1917
Fruits & Veggies,15-06-2018,1344
Bakery,15-06-2018,565
"Eggs, Meat & Fish",15-06-2018,865
Bakery,15-06-2018,2068
Fruits & Veggies,15-06-2018,2323
"Eggs, Meat & Fish",15-06-2018,2452
"Eggs, Meat & Fish",15-06-2018,1095
Bakery,15-06-2018,1130
Fruits & Veggies,15-06-2018,551
Oil & Masala,15-06-2018,1920
Snacks,15-06-2018,1980
Fruits & Veggies,15-06-2018,1117
Bakery,15-06-2018,850
Fruits & Veggies,15-06-2018,2189
"Eggs, Meat & Fish",16-06-2018,1712
Bakery,16-06-2018,1812
Food Grains,16-06-2018,1763
Fruits & Veggies,16-06-2018,1048
"Eggs, Meat & Fish",16-06-2018,696
Beverages,16-06-2018,1950
Snacks,16-06-2018,1095
Beverages,16-06-2018,1042
Food Grains,16-06-2018,1420
Beverages,16-06-2018,1336
Snacks,16-06-2018,1810
"Eggs, Meat & Fish",16-06-2018,2421
Oil & Masala,16-06-2018,2105
"Eggs, Meat & Fish",17-06-2018,1028
Beverages,17-06-2018,1619
"Eggs, Meat & Fish",17-06-2018,2475
"Eggs, Meat & Fish",17-06-2018,1754
Fruits & Veggies,17-06-2018,545
Beverages,17-06-2018,1046
"Eggs, Meat & Fish",17-06-2018,1074
Oil & Masala,17-06-2018,2143
Snacks,17-06-2018,1141
Snacks,18-06-2018,1571
Bakery,18-06-2018,737
Fruits & Veggies,18-06-2018,911
Snacks,19-06-2018,2475
"Eggs, Meat & Fish",19-06-2018,1597
"Eggs, Meat & Fish",19-06-2018,527
Food Grains,19-06-2018,1240
Fruits & Veggies,19-06-2018,1578
Food Grains,19-06-2018,753
Fruits & Veggies,19-06-2018,1032
Oil & Masala,19-06-2018,1086
Beverages,19-06-2018,667
"Eggs, Meat & Fish",19-06-2018,1751
Fruits & Veggies,19-06-2018,1845
Fruits & Veggies,19-06-2018,1135
"Eggs, Meat & Fish",19-06-2018,1343
Fruits & Veggies,19-06-2018,2130
Bakery,19-06-2018,1211
Oil & Masala,19-06-2018,506
Bakery,20-06-2018,1193
Bakery,20-06-2018,1918
Oil & Masala,20-06-2018,637
"Eggs, Meat & Fish",20-06-2018,1044
Bakery,20-06-2018,1290
Bakery,20-06-2018,1615
Food Grains,20-06-2018,2375
"Eggs, Meat & Fish",20-06-2018,955
Food Grains,20-06-2018,1580
"Eggs, Meat & Fish",21-06-2018,2277
Fruits & Veggies,21-06-2018,583
Oil & Masala,21-06-2018,1182
Bakery,21-06-2018,1513
Oil & Masala,21-06-2018,1608
"Eggs, Meat & Fish",22-06-2018,564
Snacks,22-06-2018,634
Bakery,22-06-2018,860
"Eggs, Meat & Fish",22-06-2018,2022
Bakery,22-06-2018,934
"Eggs, Meat & Fish",22-06-2018,1197
Beverages,24-06-2018,1562
Bakery,24-06-2018,1586
"Eggs, Meat & Fish",24-06-2018,1448
Oil & Masala,24-06-2018,793
Food Grains,24-06-2018,1738
Snacks,24-06-2018,1536
Snacks,24-06-2018,592
Bakery,24-06-2018,959
Beverages,24-06-2018,1350
Snacks,24-06-2018,2461
"Eggs, Meat & Fish",25-06-2018,2081
Food Grains,25-06-2018,1063
Beverages,25-06-2018,2083
Bakery,25-06-2018,512
Bakery,25-06-2018,1409
"Eggs, Meat & Fish",25-06-2018,2250
Food Grains,26-06-2018,1472
Food Grains,26-06-2018,1084
Snacks,26-06-2018,878
Bakery,26-06-2018,1010
Food Grains,26-06-2018,1798
Oil & Masala,26-06-2018,1056
Snacks,26-06-2018,2275
Oil & Masala,26-06-2018,1605
Oil & Masala,26-06-2018,1568
Snacks,26-06-2018,1719
Snacks,26-06-2018,1446
Food Grains,26-06-2018,748
Fruits & Veggies,26-06-2018,930
Fruits & Veggies,26-06-2018,2023
Food Grains,26-06-2018,1713
Oil & Masala,26-06-2018,1712
Oil & Masala,27-06-2018,2032
Bakery,27-06-2018,1712
Snacks,27-06-2018,1168
Food Grains,27-06-2018,1968
Food Grains,27-06-2018,2447
Beverages,29-06-2018,624
Beverages,29-06-2018,1870
Food Grains,29-06-2018,1363
"Eggs, Meat & Fish",29-06-2018,1275
Oil & Masala,29-06-2018,605
Oil & Masala,29-06-2018,778
Beverages,29-06-2018,1889
Beverages,29-06-2018,1682
Fruits & Veggies,29-06-2018,1654
Oil & Masala,29-06-2018,1904
Snacks,29-06-2018,605
Fruits & Veggies,29-06-2018,1033
"Eggs, Meat & Fish",29-06-2018,896
Snacks,29-06-2018,564
"Eggs, Meat & Fish",29-06-2018,1547
Food Grains,30-06-2018,1865
Food Grains,30-06-2018,2480
Oil & Masala,30-06-2018,1195
Beverages,30-06-2018,524
Fruits & Veggies,30-06-2018,1001
Fruits & Veggies,30-06-2018,935
Fruits & Veggies,30-06-2018,2463
Beverages,30-06-2018,1434
Snacks,30-06-2018,2415
Food Grains,30-06-2018,1870
"Eggs, Meat & Fish",30-06-2018,1751
"Eggs, Meat & Fish",01-07-2018,2225
Fruits & Veggies,01-07-2018,1953
"Eggs, Meat & Fish",01-07-2018,1438
Beverages,02-07-2018,2440
Snacks,02-07-2018,1631
Bakery,03-07-2018,1941
Oil & Masala,03-07-2018,1400
Food Grains,03-07-2018,646
Food Grains,03-07-2018,588
Snacks,03-07-2018,506
Snacks,03-07-2018,2396
Bakery,03-07-2018,2264
Beverages,03-07-2018,2237
Beverages,03-07-2018,1483
Oil & Masala,03-07-2018,1003
"Eggs, Meat & Fish",03-07-2018,1010
Oil & Masala,03-07-2018,1586
Fruits & Veggies,03-07-2018,1589
Beverages,03-07-2018,2045
"Eggs, Meat & Fish",03-07-2018,1398
Food Grains,03-07-2018,1143
"Eggs, Meat & Fish",03-07-2018,973
Oil & Masala,03-07-2018,986
Fruits & Veggies,03-07-2018,1492
"Eggs, Meat & Fish",03-07-2018,2405
Fruits & Veggies,05-07-2018,1688
Snacks,05-07-2018,1773
Oil & Masala,05-07-2018,882
Snacks,05-07-2018,748
Fruits & Veggies,05-07-2018,842
Snacks,05-07-2018,1983
Bakery,06-07-2018,1941
Fruits & Veggies,06-07-2018,2264
"Eggs, Meat & Fish",06-07-2018,682
"Eggs, Meat & Fish",06-07-2018,1352
Bakery,07-07-2018,1312
Bakery,07-07-2018,1828
Oil & Masala,07-07-2018,1001
Food Grains,07-07-2018,2258
Oil & Masala,07-07-2018,722
"Eggs, Meat & Fish",07-07-2018,1459
Oil & Masala,07-07-2018,704
Beverages,07-07-2018,1417
Beverages,07-07-2018,2445
"Eggs, Meat & Fish",08-07-2018,2138
Food Grains,08-07-2018,629
Bakery,08-07-2018,1574
Food Grains,08-07-2018,1966
Fruits & Veggies,08-07-2018,1113
Snacks,08-07-2018,1752
Bakery,08-07-2018,677
Fruits & Veggies,08-07-2018,1438
"Eggs, Meat & Fish",08-07-2018,1449
Fruits & Veggies,08-07-2018,1184
Food Grains,08-07-2018,2251
Snacks,08-07-2018,1577
Bakery,08-07-2018,1712
Bakery,08-07-2018,2117
Beverages,08-07-2018,645
Oil & Masala,08-07-2018,2336
"Eggs, Meat & Fish",08-07-2018,1787
Bakery,08-07-2018,1148
Food Grains,08-07-2018,1135
Fruits & Veggies,09-07-2018,1410
Food Grains,09-07-2018,584
Beverages,09-07-2018,1985
"Eggs, Meat & Fish",09-07-2018,1075
Fruits & Veggies,09-07-2018,1411
Oil & Masala,09-07-2018,674
Fruits & Veggies,09-07-2018,1205
Oil & Masala,09-07-2018,1382
Bakery,09-07-2018,2031
Bakery,10-07-2018,2246
Oil & Masala,10-07-2018,1585
Fruits & Veggies,10-07-2018,1604
Fruits & Veggies,11-07-2018,1251
Food Grains,11-07-2018,1934
Food Grains,11-07-2018,1597
Snacks,11-07-2018,2331
Snacks,11-07-2018,774
Bakery,11-07-2018,1384
"Eggs, Meat & Fish",11-07-2018,1015
Fruits & Veggies,12-07-2018,1486
Oil & Masala,13-07-2018,2466
Fruits & Veggies,13-07-2018,1503
Bakery,13-07-2018,1992
Bakery,13-07-2018,1609
Food Grains,14-07-2018,1576
Snacks,14-07-2018,1839
Oil & Masala,14-07-2018,2212
Fruits & Veggies,14-07-2018,1287
"Eggs, Meat & Fish",14-07-2018,1669
"Eggs, Meat & Fish",14-07-2018,2208
Snacks,14-07-2018,1133
Beverages,14-07-2018,1954
Oil & Masala,14-07-2018,1404
Food Grains,14-07-2018,1063
Oil & Masala,14-07-2018,1264
Oil & Masala,14-07-2018,2021
Bakery,14-07-2018,1883
Oil & Masala,15-07-2018,773
"Eggs, Meat & Fish",15-07-2018,1018
Bakery,15-07-2018,881
Oil & Masala,15-07-2018,1940
Oil & Masala,15-07-2018,840
Snacks,15-07-2018,1628
Snacks,15-07-2018,650
Bakery,15-07-2018,1324
Beverages,15-07-2018,1925
Fruits & Veggies,15-07-2018,1579
Fruits & Veggies,16-07-2018,969
Food Grains,16-07-2018,1907
Snacks,16-07-2018,1860
Food Grains,17-07-2018,654
Beverages,17-07-2018,2086
Food Grains,17-07-2018,962
Fruits & Veggies,17-07-2018,2160
Fruits & Veggies,17-07-2018,874
"Eggs, Meat & Fish",17-07-2018,2389
Fruits & Veggies,17-07-2018,1223
Fruits & Veggies,17-07-2018,819
Snacks,17-07-2018,2068
Oil & Masala,18-07-2018,1796
Food Grains,18-07-2018,2430
Beverages,18-07-2018,2266
"Eggs, Meat & Fish",18-07-2018,799
Oil & Masala,18-07-2018,1267
Fruits & Veggies,18-07-2018,2056
Bakery,18-07-2018,1083
Beverages,18-07-2018,1755
Snacks,20-07-2018,595
Beverages,20-07-2018,515
Bakery,20-07-2018,531
Beverages,20-07-2018,838
Fruits & Veggies,20-07-2018,2139
Beverages,20-07-2018,1986
Oil & Masala,20-07-2018,1009
Snacks,20-07-2018,2193
Oil & Masala,20-07-2018,1923
Beverages,20-07-2018,1453
Food Grains,20-07-2018,1456
Bakery,20-07-2018,1714
Oil & Masala,21-07-2018,926
"Eggs, Meat & Fish",21-07-2018,1468
Beverages,21-07-2018,1632
Snacks,21-07-2018,1361
Beverages,21-07-2018,1707
Beverages,21-07-2018,612
"Eggs, Meat & Fish",21-07-2018,752
Beverages,21-07-2018,1904
Snacks,21-07-2018,1111
Food Grains,21-07-2018,516
Snacks,21-07-2018,932
Bakery,21-07-2018,1872
Snacks,21-07-2018,1544
Fruits & Veggies,21-07-2018,1438
Oil & Masala,21-07-2018,2381
Beverages,21-07-2018,1794
Beverages,21-07-2018,2386
Snacks,21-07-2018,1099
Bakery,21-07-2018,920
Bakery,21-07-2018,843
Food Grains,21-07-2018,2208
Food Grains,21-07-2018,1569
Oil & Masala,21-07-2018,1836
"Eggs, Meat & Fish",22-07-2018,1850
"Eggs, Meat & Fish",22-07-2018,517
Beverages,23-07-2018,937
Beverages,23-07-2018,1791
Bakery,23-07-2018,2309
Snacks,23-07-2018,2122
"Eggs, Meat & Fish",23-07-2018,860
Snacks,23-07-2018,1512
Fruits & Veggies,23-07-2018,614
Oil & Masala,23-07-2018,664
Oil & Masala,23-07-2018,605
Bakery,23-07-2018,2031
Snacks,24-07-2018,1611
Bakery,25-07-2018,1633
Beverages,25-07-2018,1776
Fruits & Veggies,25-07-2018,815
Beverages,25-07-2018,1165
"Eggs, Meat & Fish",25-07-2018,1510
Snacks,25-07-2018,1510
Beverages,25-07-2018,734
Beverages,25-07-2018,2442
Beverages,26-07-2018,1525
"Eggs, Meat & Fish",26-07-2018,721
Fruits & Veggies,27-07-2018,541
Snacks,27-07-2018,2487
"Eggs, Meat & Fish",27-07-2018,2484
Fruits & Veggies,27-07-2018,1957
"Eggs, Meat & Fish",27-07-2018,1304
Fruits & Veggies,27-07-2018,949
Snacks,27-07-2018,1176
Beverages,27-07-2018,2255
Food Grains,28-07-2018,2076
Snacks,28-07-2018,1798
Beverages,28-07-2018,785
Beverages,29-07-2018,1512
Food Grains,29-07-2018,1856
Oil & Masala,29-07-2018,689
Food Grains,29-07-2018,2298
Fruits & Veggies,29-07-2018,1682
"Eggs, Meat & Fish",29-07-2018,2459
Snacks,29-07-2018,2307
Oil & Masala,29-07-2018,2168
"Eggs, Meat & Fish",29-07-2018,1135
Fruits & Veggies,29-07-2018,1560
Bakery,29-07-2018,1374
Bakery,29-07-2018,721
Fruits & Veggies,30-07-2018,1894
Food Grains,30-07-2018,966
Beverages,30-07-2018,734
Food Grains,30-07-2018,1125
Beverages,31-07-2018,2197
Snacks,31-07-2018,1654
Snacks,31-07-2018,2344
Food Grains,31-07-2018,1095
Beverages,31-07-2018,541
Oil & Masala,31-07-2018,2477
Bakery,31-07-2018,2129
Fruits & Veggies,31-07-2018,834
Oil & Masala,31-07-2018,1629
Beverages,31-07-2018,1060
Beverages,31-07-2018,1688
Snacks,01-08-2018,732
Oil & Masala,01-08-2018,1643
Fruits & Veggies,01-08-2018,2415
"Eggs, Meat & Fish",01-08-2018,1685
Snacks,01-08-2018,2253
Fruits & Veggies,01-08-2018,1905
"Eggs, Meat & Fish",03-08-2018,1998
Snacks,03-08-2018,2343
"Eggs, Meat & Fish",03-08-2018,1710
Oil & Masala,03-08-2018,556
Oil & Masala,03-08-2018,995
Beverages,03-08-2018,523
Snacks,03-08-2018,1969
Snacks,04-08-2018,2294
Fruits & Veggies,04-08-2018,752
Oil & Masala,04-08-2018,1355
Oil & Masala,05-08-2018,660
Beverages,05-08-2018,1567
Fruits & Veggies,05-08-2018,1271
Fruits & Veggies,05-08-2018,1903
Beverages,05-08-2018,920
Beverages,06-08-2018,910
Food Grains,06-08-2018,667
Beverages,06-08-2018,1089
Beverages,06-08-2018,2027
"Eggs, Meat & Fish",06-08-2018,1536
Bakery,06-08-2018,752
Oil & Masala,06-08-2018,1710
Bakery,07-08-2018,774
Oil & Masala,07-08-2018,2464
Food Grains,07-08-2018,1414
Fruits & Veggies,07-08-2018,2293
Food Grains,07-08-2018,1079
Bakery,07-08-2018,1285
Snacks,07-08-2018,1241
Fruits & Veggies,07-08-2018,971
"Eggs, Meat & Fish",07-08-2018,513
Bakery,07-08-2018,1729
Oil & Masala,07-08-2018,883
Beverages,07-08-2018,648
Bakery,07-08-2018,2398
Food Grains,07-08-2018,1167
"Eggs, Meat & Fish",07-08-2018,2415
Beverages,07-08-2018,1201
Oil & Masala,07-08-2018,690
Snacks,10-08-2018,535
Fruits & Veggies,10-08-2018,1284
Food Grains,10-08-2018,1445
Oil & Masala,10-08-2018,523
Oil & Masala,11-08-2018,546
Oil & Masala,11-08-2018,2156
Food Grains,11-08-2018,1721
Snacks,11-08-2018,761
Oil & Masala,11-08-2018,1309
Beverages,11-08-2018,1278
Bakery,12-08-2018,1010
Oil & Masala,12-08-2018,2062
Fruits & Veggies,12-08-2018,2238
Bakery,12-08-2018,950
Snacks,12-08-2018,883
Beverages,12-08-2018,857
Fruits & Veggies,12-08-2018,960
Food Grains,12-08-2018,1602
"Eggs, Meat & Fish",12-08-2018,1154
Beverages,12-08-2018,1976
Snacks,12-08-2018,1066
Fruits & Veggies,12-08-2018,2480
Snacks,13-08-2018,1827
Food Grains,13-08-2018,1753
Food Grains,13-08-2018,1768
"Eggs, Meat & Fish",13-08-2018,1958
"Eggs, Meat & Fish",13-08-2018,2464
Beverages,13-08-2018,1094
"Eggs, Meat & Fish",13-08-2018,2298
Beverages,13-08-2018,2415
Oil & Masala,13-08-2018,2486
"Eggs, Meat & Fish",13-08-2018,1706
"Eggs, Meat & Fish",13-08-2018,2380
Food Grains,13-08-2018,755
Beverages,13-08-2018,1797
Fruits & Veggies,14-08-2018,967
Fruits & Veggies,14-08-2018,759
Food Grains,14-08-2018,1142
"Eggs, Meat & Fish",15-08-2018,1966
"Eggs, Meat & Fish",15-08-2018,1213
"Eggs, Meat & Fish",15-08-2018,1219
"Eggs, Meat & Fish",16-08-2018,517
Snacks,16-08-2018,907
Bakery,17-08-2018,714
Food Grains,17-08-2018,1005
Oil & Masala,17-08-2018,717
Oil & Masala,17-08-2018,1680
Food Grains,17-08-2018,736
Beverages,17-08-2018,1920
"Eggs, Meat & Fish",17-08-2018,1402
Bakery,17-08-2018,2499
"Eggs, Meat & Fish",17-08-2018,508
Fruits & Veggies,17-08-2018,2237
"Eggs, Meat & Fish",17-08-2018,856
Beverages,17-08-2018,2228
Beverages,17-08-2018,2228
Beverages,17-08-2018,2353
Food Grains,17-08-2018,2362
Beverages,17-08-2018,1512
Oil & Masala,17-08-2018,1160
Food Grains,18-08-2018,2065
Oil & Masala,18-08-2018,1068
Bakery,18-08-2018,1873
Snacks,18-08-2018,1360
Oil & Masala,18-08-2018,539
Bakery,18-08-2018,2092
"Eggs, Meat & Fish",18-08-2018,2134
Snacks,18-08-2018,2344
Bakery,18-08-2018,2116
Food Grains,18-08-2018,1919
Snacks,18-08-2018,1155
Oil & Masala,18-08-2018,529
Food Grains,18-08-2018,1016
Food Grains,18-08-2018,2493
"Eggs, Meat & Fish",18-08-2018,2106
"Eggs, Meat & Fish",18-08-2018,2236
Oil & Masala,18-08-2018,1677
Bakery,19-08-2018,2122
Snacks,19-08-2018,1512
Oil & Masala,19-08-2018,903
Snacks,19-08-2018,2424
Oil & Masala,20-08-2018,1933
Bakery,20-08-2018,2289
Bakery,20-08-2018,2371
Fruits & Veggies,20-08-2018,1575
"Eggs, Meat & Fish",20-08-2018,2046
Fruits & Veggies,20-08-2018,2411
Beverages,20-08-2018,1359
Beverages,21-08-2018,1325
Beverages,21-08-2018,1075
Snacks,21-08-2018,515
Bakery,21-08-2018,540
Beverages,21-08-2018,1631
Snacks,21-08-2018,1197
Oil & Masala,21-08-2018,2174
Bakery,21-08-2018,1652
Beverages,21-08-2018,2055
"Eggs, Meat & Fish",21-08-2018,2065
"Eggs, Meat & Fish",21-08-2018,2399
Food Grains,21-08-2018,811
Food Grains,21-08-2018,2447
Bakery,21-08-2018,553
"Eggs, Meat & Fish",21-08-2018,2200
Food Grains,21-08-2018,764
Oil & Masala,21-08-2018,1847
Bakery,21-08-2018,1322
Bakery,21-08-2018,929
Food Grains,21-08-2018,1645
Bakery,21-08-2018,681
Food Grains,21-08-2018,1405
Food Grains,21-08-2018,693
"Eggs, Meat & Fish",22-08-2018,1167
Oil & Masala,22-08-2018,1153
"Eggs, Meat & Fish",23-08-2018,1839
Food Grains,23-08-2018,1049
Bakery,23-08-2018,2126
Fruits & Veggies,23-08-2018,660
Food Grains,23-08-2018,2347
Food Grains,24-08-2018,1526
Beverages,24-08-2018,784
Bakery,24-08-2018,1032
"Eggs, Meat & Fish",24-08-2018,2270
Oil & Masala,25-08-2018,519
Food Grains,25-08-2018,693
Bakery,25-08-2018,741
Beverages,25-08-2018,1814
Food Grains,25-08-2018,2099
Fruits & Veggies,26-08-2018,938
Oil & Masala,26-08-2018,940
Bakery,26-08-2018,2478
Oil & Masala,27-08-2018,570
Fruits & Veggies,27-08-2018,1807
Bakery,27-08-2018,2076
Oil & Masala,27-08-2018,1206
Oil & Masala,27-08-2018,1526
Food Grains,27-08-2018,1019
Food Grains,27-08-2018,932
Food Grains,27-08-2018,2428
Bakery,27-08-2018,1960
Bakery,27-08-2018,2062
Food Grains,27-08-2018,510
Fruits & Veggies,27-08-2018,1464
"Eggs, Meat & Fish",27-08-2018,1733
Food Grains,27-08-2018,1917
Fruits & Veggies,27-08-2018,1475
Oil & Masala,27-08-2018,2026
Bakery,27-08-2018,2389
"Eggs, Meat & Fish",27-08-2018,1512
Oil & Masala,27-08-2018,2147
Bakery,28-08-2018,1467
Bakery,28-08-2018,2153
Food Grains,28-08-2018,1339
Food Grains,28-08-2018,2285
Fruits & Veggies,28-08-2018,1309
Snacks,28-08-2018,1504
Snacks,28-08-2018,1354
Food Grains,28-08-2018,2109
